unique identifier,Budget Year,Account Type,Department,Unit,Child Fund,Amount
7526,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,367899
7527,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,8000
7528,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,29551
7529,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,16280
7530,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,26130
7531,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,500
7532,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,2340
7533,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,10900
7534,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,1630
7535,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,200
7536,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,22650
7537,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,135321
7538,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,500
7539,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,119106
7540,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,102356
7541,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,500
7542,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,13650
7543,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,30000
7544,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,436
7545,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,19936
7546,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,2680
7547,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,150
7548,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,4850
7549,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,1062882
7550,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,27585
7551,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,105826
7552,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,270910
7553,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,35000
7554,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,800
7555,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,229817
7556,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,-4094509
7557,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,12412
7558,2011-07-01,Expense,Community & Economic Development Agency,88211 - Major Projects,7760 - Grant Clearing,2205
7559,2011-07-01,Expense,Community & Economic Development Agency,88411 - Building Services: Administration,7760 - Grant Clearing,6600
7560,2011-07-01,Expense,Community & Economic Development Agency,88411 - Building Services: Administration,7760 - Grant Clearing,50729
7561,2011-07-01,Expense,Community & Economic Development Agency,88529 - Economic Development Director,7760 - Grant Clearing,7720
7562,2011-07-01,Expense,Community & Economic Development Agency,88629 - Redevelopment Director,7760 - Grant Clearing,19850
7563,2011-07-01,Expense,Community & Economic Development Agency,88639 - Real Estate,7760 - Grant Clearing,1725
7564,2011-07-01,Expense,Community & Economic Development Agency,88712 - Marketing & Special Events,7760 - Grant Clearing,4411
7565,2011-07-01,Expense,Community & Economic Development Agency,88919 - Housing and Community Development: Support Staff,7760 - Grant Clearing,7720
7566,2011-07-01,Expense,City Council,00011 - City Council: Administration,7780 - Oakland Redevelopment Agency Projects (ORA),42501
7567,2011-07-01,Expense,City Council,00011 - City Council: Administration,7780 - Oakland Redevelopment Agency Projects (ORA),11744
7568,2011-07-01,Expense,City Council,00011 - City Council: Administration,7780 - Oakland Redevelopment Agency Projects (ORA),12807
7569,2011-07-01,Expense,City Council,00011 - City Council: Administration,7780 - Oakland Redevelopment Agency Projects (ORA),18730
7570,2011-07-01,Expense,City Council,00011 - City Council: Administration,7780 - Oakland Redevelopment Agency Projects (ORA),844
7571,2011-07-01,Expense,City Council,00011 - City Council: Administration,7780 - Oakland Redevelopment Agency Projects (ORA),28956
7572,2011-07-01,Expense,City Council,00011 - City Council: Administration,7780 - Oakland Redevelopment Agency Projects (ORA),9699
7573,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),33630
7574,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),35584
7575,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),3300
7576,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),9833
7577,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),10723
7578,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),7940
7579,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),11555
7580,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),15683
7581,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),-2656
7582,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),24244
7583,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),17952
7584,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),8121
7585,2011-07-01,Expense,City Council,00111 - District One,7780 - Oakland Redevelopment Agency Projects (ORA),6013
7586,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),33630
7587,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),35584
7588,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),3300
7589,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),9833
7590,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),7940
7591,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),10723
7592,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),11555
7593,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),15683
7594,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),-2656
7595,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),17952
7596,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),24244
7597,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),8121
7598,2011-07-01,Expense,City Council,00211 - District Two,7780 - Oakland Redevelopment Agency Projects (ORA),6013
7599,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),28616
7600,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),40598
7601,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),3300
7602,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),1926
7603,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),7907
7604,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),8623
7605,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),10040
7606,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),12612
7607,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),14626
7608,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),-2656
7609,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),19496
7610,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),22699
7611,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),7603
7612,2011-07-01,Expense,City Council,00311 - District Three,7780 - Oakland Redevelopment Agency Projects (ORA),6530
7613,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),33630
7614,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),35584
7615,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),3300
7616,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),9833
7617,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),7940
7618,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),10723
7619,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),15683
7620,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),11555
7621,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),-2656
7622,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),17952
7623,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),24244
7624,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),6013
7625,2011-07-01,Expense,City Council,00411 - District Four,7780 - Oakland Redevelopment Agency Projects (ORA),8121
7626,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),35584
7627,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),33630
7628,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),3300
7629,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),9833
7630,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),7940
7631,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),10723
7632,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),11555
7633,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),15683
7634,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),-2656
7635,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),17952
7636,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),24244
7637,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),6013
7638,2011-07-01,Expense,City Council,00511 - District Five,7780 - Oakland Redevelopment Agency Projects (ORA),8121
7639,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),33630
7640,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),35584
7641,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),3300
7642,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),9833
7643,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),10723
7644,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),7940
7645,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),11555
7646,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),15683
7647,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),-2656
7648,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),17952
7649,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),24244
7650,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),6013
7651,2011-07-01,Expense,City Council,00611 - District Six,7780 - Oakland Redevelopment Agency Projects (ORA),8121
7652,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),33630
7653,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),35584
7654,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),3300
7655,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),9833
7656,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),7940
7657,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),10723
7658,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),15683
7659,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),11555
7660,2011-07-01,Expense,City Council,00711 - District Seven,7780 - Oakland Redevelopment Agency Projects (ORA),-2656
